original_language,original_title,popularity,release_date,runtime,title,vote_average,vote_count,price
en,Bill Maher: The Decider,0.633204,21/07/2007,60,Bill Maher: The Decider,7.1,9,6.99
en,24×36,0.397526,05/03/2016,81,24×36,8.1,7,7.99
en,Girls Trip,37.964872,21/07/2017,122,Girls Trip,7.1,393,6.99
en,Detroit,9.797505,28/07/2017,143,Detroit,7.3,67,6.99
en,LA 92,0.855198,28/04/2017,114,LA 92,8.8,3,8.99
en,Descendants 2,15.842073,21/07/2017,111,Descendants 2,7.5,171,7.99
en,Down Under,0.947866,11/08/2016,90,Down Under,7.2,9,6.99
en,Chris Gethard: Career Suicide,1.135015,06/05/2017,90,Chris Gethard: Career Suicide,7.5,4,7.99
en,Hi Way,0.08482,02/05/2006,89,Hi Way,7.5,2,7.99
en,Love,0.664602,28/11/1927,81,Love,7.6,5,7.99
en,In a Heartbeat,20.82178,01/06/2017,4,In a Heartbeat,8.3,146,7.99
